287540,C4294700,2018-07-13 15:00:32.417
287540,C4294700,2018-07-13 15:00:34.900
287540,C4294700,2018-07-13 15:00:39.993
287540,C4294700,2018-07-13 15:00:42.917
287540,C4294700,2018-07-13 15:00:43.697
287540,C4294700,2018-07-13 15:00:45.480
287540,C4294700,2018-07-13 15:00:55.213
287540,C4294700,2018-07-13 15:00:59.010
287540,C4294700,2018-07-13 15:01:00.870
287540,C4294700,2018-07-13 15:01:04.493
287540,C4294700,2018-07-13 15:01:09.900
287540,C4294700,2018-07-13 15:02:22.387
287540,C4294300,2018-07-13 15:03:46.513
287540,C4294300,2018-07-13 15:04:02.933
287540,C4294300,2018-07-13 15:04:19.700
287540,C4294300,2018-07-13 15:04:32.820
287540,C4294300,2018-07-13 15:04:51.547
287540,C4294300,2018-07-13 15:04:59.690
287539,B4000000,2018-07-13 15:08:09.193
287539,C4254600,2018-07-13 15:37:30.983
287539,C4254600,2018-07-13 15:37:38.407
287539,C4254600,2018-07-13 15:37:45.503
287539,C4254600,2018-07-13 15:37:55.137
287539,D4344100,2018-07-13 15:39:21.470
287539,C4254800,2018-07-13 15:43:45.487
287539,C4254800,2018-07-13 15:44:17.193
287539,C4254800,2018-07-13 15:44:30.853
287539,C4254800,2018-07-13 15:44:38.717
287539,C4254800,2018-07-13 15:44:48.770
287539,C4254800,2018-07-13 15:44:56.153
287547,E4444700,2018-07-13 15:48:45.917
287547,E4444700,2018-07-13 15:50:13.350
287507,F4544800,2018-07-13 16:12:36.263
287507,F4544800,2018-07-13 16:12:46.173
287507,F4544800,2018-07-13 16:12:53.367
287507,F4544800,2018-07-13 16:13:01.267
287507,F4544800,2018-07-13 16:13:07.600
287507,F4594000,2018-07-13 16:14:56.300
287507,F4594000,2018-07-13 16:15:09.363
287507,F4594000,2018-07-13 16:15:33.207
287507,G8000000,2018-07-13 16:16:49.520
287535,E4444800,2018-07-13 16:20:54.687
287535,E4444800,2018-07-13 16:21:05.540
287535,E4444800,2018-07-13 16:21:20.173
287535,C4254800,2018-07-13 16:22:28.963
287535,C4254800,2018-07-13 16:22:35.970
287535,C4254800,2018-07-13 16:22:43.427
287535,C4254800,2018-07-13 16:22:54.697
287535,C4254800,2018-07-13 16:23:08.560
287535,C4254800,2018-07-13 16:23:16.910
287535,C4254800,2018-07-13 16:23:24.573
287535,C4254800,2018-07-13 16:23:33.877
287510,B2120000,2018-07-13 16:29:30.327
287510,B2120000,2018-07-13 16:29:31.687
287510,B2120000,2018-07-13 16:29:32.827
287510,B2120000,2018-07-13 16:29:37.467
287510,B2120000,2018-07-13 16:29:39.267
287510,B2120000,2018-07-13 16:30:10.290
287510,C6000000,2018-07-13 16:32:02.613
287510,C6000000,2018-07-13 16:32:36.123
287510,C6000000,2018-07-13 16:32:57.500
287510,E4444800,2018-07-13 16:46:51.380
287510,B3180000,2018-07-13 16:49:03.090
287510,B3180000,2018-07-13 16:49:11.547
287506,C6000000,2018-07-13 16:52:57.377
287506,C6000000,2018-07-13 16:53:16.820
287506,C6000000,2018-07-13 16:53:19.850
287506,C6000000,2018-07-13 16:53:48.737
287506,G8000000,2018-07-13 16:56:31.740
B000047138,F4544500,2018-07-16 08:33:08.497
B000047138,F4544500,2018-07-16 08:34:21.133
B000047136,B4000000,2018-07-16 08:39:30.657
B000047136,B4000000,2018-07-16 08:40:39.423
287552,C4254600,2018-07-16 08:42:41.523
287552,C4254600,2018-07-16 08:43:08.773
287552,E4464300,2018-07-16 08:44:26.867
287552,E4464300,2018-07-16 08:45:07.457
287552,F4504000,2018-07-16 08:46:21.100
287552,F4504000,2018-07-16 08:46:24.070
B000047133,G8648000,2018-07-16 08:49:54.723
B000047133,G8648000,2018-07-16 08:50:22.177
B000047134,F4594800,2018-07-16 08:52:41.207
B000047137,C4254900,2018-07-16 08:55:26.633
B000047137,C4254900,2018-07-16 09:01:23.797
B000047137,C4254900,2018-07-16 09:01:34.203
B000047137,C4254900,2018-07-16 09:01:48.657
B000047137,C4254900,2018-07-16 09:01:58.703
B000047137,C4254900,2018-07-16 09:02:15.010
B000047137,C4254900,2018-07-16 09:02:27.590
B000047137,C4254900,2018-07-16 09:02:37.620
B000047137,C4254900,2018-07-16 09:02:42.683
B000047137,C4254900,2018-07-16 09:02:58.340
B000047137,C4254900,2018-07-16 09:03:07.403
B000047137,C4254900,2018-07-16 09:03:19.043
B000047137,C4254900,2018-07-16 09:03:29.027
B000047137,C4254900,2018-07-16 09:03:43.713
B000047137,C4254900,2018-07-16 09:03:53.463
B000047137,C4254900,2018-07-16 09:04:02.857
B000047127,C4294600,2018-07-16 09:05:44.160
B000046652,C4294900,2018-07-16 09:08:52.880
B000046652,C4294900,2018-07-16 09:09:03.597
B000046652,C4294900,2018-07-16 09:09:19.113
B000046652,C4294900,2018-07-16 09:09:57.160
B000046652,C4294900,2018-07-16 09:10:07.860
B000046652,C4294900,2018-07-16 09:10:18.580
B000046652,C4294900,2018-07-16 09:10:30.957
B000046652,C4294900,2018-07-16 09:10:39.813
B000046652,C4294900,2018-07-16 09:10:47.690
B000046652,C4294900,2018-07-16 09:10:54.847
